fpr1 fpr2 tpr1 tpr2
0 0 0.000106791969243913 0.000106791969243913
0 0 0.000213583938487826 0.000213583938487826
0 0 0.000320375907731739 0.000320375907731739
0 0 0.000427167876975651 0.000427167876975651
0 0 0.000533959846219564 0.000533959846219564
0 0 0.000640751815463477 0.000640751815463477
0 0 0.00074754378470739 0.00074754378470739
0 0 0.000854335753951303 0.000854335753951303
0 0 0.000961127723195216 0.000961127723195216
0 0 0.00106791969243913 0.00106791969243913
0 0 0.00117471166168304 0.00117471166168304
0 0 0.00128150363092695 0.00128150363092695
0 0 0.00138829560017087 0.00138829560017087
0 0 0.00149508756941478 0.00149508756941478
0 0 0.00160187953865869 0.00160187953865869
0 0 0.00170867150790261 0.00170867150790261
0 0 0.00181546347714652 0.00181546347714652
0 0 0.00192225544639043 0.00192225544639043
0 0 0.00202904741563434 0.00202904741563434
0 0 0.00213583938487826 0.00213583938487826
0 0 0.00224263135412217 0.00224263135412217
0 0 0.00234942332336608 0.00234942332336608
0 0 0.00245621529261 0.00245621529261
0 0 0.00256300726185391 0.00256300726185391
0 0 0.00266979923109782 0.00266979923109782
0 0 0.00277659120034173 0.00277659120034173
0 0 0.00288338316958565 0.00288338316958565
0 0 0.00299017513882956 0.00299017513882956
0 0 0.00309696710807347 0.00309696710807347
0 0 0.00320375907731739 0.00320375907731739
0 0 0.0033105510465613 0.0033105510465613
0 0 0.00341734301580521 0.00341734301580521
0 0 0.00352413498504912 0.00352413498504912
0 0 0.00363092695429304 0.00363092695429304
0 0 0.00373771892353695 0.00373771892353695
0 0 0.00384451089278086 0.00384451089278086
0 0 0.00395130286202478 0.00395130286202478
0 0 0.00405809483126869 0.00405809483126869
0 0 0.0041648868005126 0.0041648868005126
0 0 0.00427167876975651 0.00427167876975651
0 0 0.00437847073900043 0.00437847073900043
0 0 0.00448526270824434 0.00448526270824434
0 0 0.00459205467748825 0.00459205467748825
0 0 0.00469884664673217 0.00469884664673217
0 0 0.00480563861597608 0.00480563861597608
0 0 0.00491243058521999 0.00491243058521999
0 0 0.0050192225544639 0.0050192225544639
0 0 0.00512601452370782 0.00512601452370782
0 0 0.00523280649295173 0.00523280649295173
0 0 0.00533959846219564 0.00533959846219564
0 0 0.00544639043143956 0.00544639043143956
0 0 0.00555318240068347 0.00555318240068347
0 0 0.00565997436992738 0.00565997436992738
0 0 0.00576676633917129 0.00576676633917129
0 0 0.00587355830841521 0.00587355830841521
0 0 0.00598035027765912 0.00598035027765912
0 0 0.00608714224690303 0.00608714224690303
0 0 0.00619393421614695 0.00619393421614695
0 0 0.00630072618539086 0.00630072618539086
0 0 0.00640751815463477 0.00640751815463477
0 0 0.00651431012387868 0.00651431012387868
0 0 0.0066211020931226 0.0066211020931226
0 0 0.00672789406236651 0.00672789406236651
0 0 0.00683468603161042 0.00683468603161042
0 0 0.00694147800085434 0.00694147800085434
0 0 0.00704826997009825 0.00704826997009825
0 0 0.00715506193934216 0.00715506193934216
0 0 0.00726185390858607 0.00726185390858607
0 0 0.00736864587782999 0.00736864587782999
0 0 0.0074754378470739 0.0074754378470739
0 0 0.00758222981631781 0.00758222981631781
0 0 0.00768902178556173 0.00768902178556173
0 0 0.00779581375480564 0.00779581375480564
0 0 0.00790260572404955 0.00790260572404955
0 0 0.00800939769329346 0.00800939769329346
0 0 0.00811618966253738 0.00811618966253738
0 0 0.00822298163178129 0.00822298163178129
0 0 0.0083297736010252 0.0083297736010252
0 0 0.00843656557026911 0.00843656557026911
0 0 0.00854335753951303 0.00854335753951303
0 0 0.00865014950875694 0.00865014950875694
0 0 0.00875694147800085 0.00875694147800085
0 0 0.00886373344724477 0.00886373344724477
0 0 0.00897052541648868 0.00897052541648868
0 0 0.00907731738573259 0.00907731738573259
0 0 0.00918410935497651 0.00918410935497651
0 0 0.00929090132422042 0.00929090132422042
0 0 0.00939769329346433 0.00939769329346433
0 0 0.00950448526270824 0.00950448526270824
0 0 0.00961127723195216 0.00961127723195216
0 0 0.00971806920119607 0.00971806920119607
0 0 0.00982486117043998 0.00982486117043998
0 0 0.0099316531396839 0.0099316531396839
0 0 0.0100384451089278 0.0100384451089278
0 0 0.0101452370781717 0.0101452370781717
0 0 0.0102520290474156 0.0102520290474156
0 0 0.0103588210166595 0.0103588210166595
0 0 0.0104656129859035 0.0104656129859035
0 0 0.0105724049551474 0.0105724049551474
0 0 0.0106791969243913 0.0106791969243913
0 0 0.0107859888936352 0.0107859888936352
0 0 0.0108927808628791 0.0108927808628791
0 0 0.010999572832123 0.010999572832123
0 0 0.0111063648013669 0.0111063648013669
0 0 0.0112131567706108 0.0112131567706108
0 0 0.0113199487398548 0.0113199487398548
0 0 0.0114267407090987 0.0114267407090987
0 0 0.0115335326783426 0.0115335326783426
0 0 0.0116403246475865 0.0116403246475865
0 0 0.0117471166168304 0.0117471166168304
0 0 0.0118539085860743 0.0118539085860743
0 0 0.0119607005553182 0.0119607005553182
0 0 0.0120674925245622 0.0120674925245622
0 0 0.0121742844938061 0.0121742844938061
0 0 0.01228107646305 0.01228107646305
0 0 0.0123878684322939 0.0123878684322939
0 0 0.0124946604015378 0.0124946604015378
0 0 0.0126014523707817 0.0126014523707817
0 0 0.0127082443400256 0.0127082443400256
0 0 0.0128150363092695 0.0128150363092695
0 0 0.0129218282785135 0.0129218282785135
0 0 0.0130286202477574 0.0130286202477574
0 0 0.0131354122170013 0.0131354122170013
0 0 0.0132422041862452 0.0132422041862452
0 0 0.0133489961554891 0.0133489961554891
0 0 0.013455788124733 0.013455788124733
0 0 0.0135625800939769 0.0135625800939769
0 0 0.0136693720632208 0.0136693720632208
0 0 0.0137761640324648 0.0137761640324648
0 0 0.0138829560017087 0.0138829560017087
0 0 0.0139897479709526 0.0139897479709526
0 0 0.0140965399401965 0.0140965399401965
0 0 0.0142033319094404 0.0142033319094404
0 0 0.0143101238786843 0.0143101238786843
0 0 0.0144169158479282 0.0144169158479282
0 0 0.0145237078171721 0.0145237078171721
0 0 0.0146304997864161 0.0146304997864161
0 0 0.01473729175566 0.01473729175566
0 0 0.0148440837249039 0.0148440837249039
0 0 0.0149508756941478 0.0149508756941478
0 0 0.0150576676633917 0.0150576676633917
0 0 0.0151644596326356 0.0151644596326356
0 0 0.0152712516018795 0.0152712516018795
0 0 0.0153780435711235 0.0153780435711235
0 0 0.0154848355403674 0.0154848355403674
0 0 0.0155916275096113 0.0155916275096113
0 0 0.0156984194788552 0.0156984194788552
0 0 0.0158052114480991 0.0158052114480991
0 0 0.015912003417343 0.015912003417343
0 0 0.0160187953865869 0.0160187953865869
0 0 0.0161255873558308 0.0161255873558308
0 0 0.0162323793250748 0.0162323793250748
0 0 0.0163391712943187 0.0163391712943187
0 0 0.0164459632635626 0.0164459632635626
0 0 0.0165527552328065 0.0165527552328065
0 0 0.0166595472020504 0.0166595472020504
0 0 0.0167663391712943 0.0167663391712943
0 0 0.0168731311405382 0.0168731311405382
0 0 0.0169799231097821 0.0169799231097821
0 0 0.0170867150790261 0.0170867150790261
0 0 0.01719350704827 0.01719350704827
0 0 0.0173002990175139 0.0173002990175139
0 0 0.0174070909867578 0.0174070909867578
0 0 0.0175138829560017 0.0175138829560017
0 0 0.0176206749252456 0.0176206749252456
0 0 0.0177274668944895 0.0177274668944895
0 0 0.0178342588637334 0.0178342588637334
0 0 0.0179410508329774 0.0179410508329774
0 0 0.0180478428022213 0.0180478428022213
0 0 0.0181546347714652 0.0181546347714652
0 0 0.0182614267407091 0.0182614267407091
0 0 0.018368218709953 0.018368218709953
0 0 0.0184750106791969 0.0184750106791969
0 0 0.0185818026484408 0.0185818026484408
0 0 0.0186885946176847 0.0186885946176847
0 0 0.0187953865869287 0.0187953865869287
0 0 0.0189021785561726 0.0189021785561726
0 0 0.0190089705254165 0.0190089705254165
0 0 0.0191157624946604 0.0191157624946604
0 0 0.0192225544639043 0.0192225544639043
0 0 0.0193293464331482 0.0193293464331482
0 0 0.0194361384023921 0.0194361384023921
